Mozilla/5.0 (Android 6; Mobile; CPH2077; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; TECNO P702A; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; SM-T2397; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; SM-G930R4; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; RMX3197; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; ZTE B2015; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 8; Mobile; ASUS_Z017DA; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 8; Mobile; ZTE 8140N; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 4; Mobile; ASUS Tablet P1801-T; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; SM-S506DL; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; SM-A730X; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; SM-G3508; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; ZTE Grand X; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI Y500-T00; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; SM-G532M; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; SM-A136W; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; GT-S6802; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; SM-G8850; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI-M860; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI Y330-U07; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; SM-A520F; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; SM-T530X; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; TECNO WX4 Pro S; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; ZTE Blade A51 Lite RU; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; CPH2209; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI G730-U251; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; CPH2133; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; TECNO-W3; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; Nokia X20; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; SM-A920N; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; Nokia X10; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; Redmi Note 5; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 5; Mobile; SM-N976B; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; SM-N915G; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 10; Mobile; ZTE A2019 Pro; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; vivo PD1522A; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; ZTE A0722; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; SM-T540; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; SM-J530Y; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; itel W7002; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; SM-E500M; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; RMX3493; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; SM-T2397; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; Nokia 3.4; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 13; Mobile; SM-S901B; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; TECNO BD2; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; SM-S546VL; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; TECNO B1S; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; TECNO AC8; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 8; Mobile; SM-C111; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI NTS-AL00; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; SM-N920P; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; vivo X5; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 13; Mobile; Redmi Note 8 Pro; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 6; Mobile; SM-M305M; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; ZTE V956; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; SM-N950W; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; SM-J500FN; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 12; Mobile; TECNO WX4 Pro S; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; RMX2032; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; SM-A035M; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; itel A41; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-N960F; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-F916B; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; ZTE V790; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; SM-E500YZ; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; SM-A500F1; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-T239; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 13; Mobile; SM-J250F; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; SM-C5010; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; TECNO-PHANTOM5; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-G928L; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; SM-G600FY; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; SM-J710F; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; SM-A305G; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; vivo 1819; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; SM-P555S; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; SM-N930U; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; GT-I5503T; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; SM-G996B; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; SM-G781N; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 9; Mobile; Redmi Note 8 Pro; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; SM-F926U; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; RMX3502; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 13; Mobile; SM-S236DL; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; SM-J200BT; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; RMX3193; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; GT-I9230; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; ZTE Blade A33; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; ASUS_X550; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; CPH21859; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 12; Mobile; MEIZU M6; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; CPH2325; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; CPH1937; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-J737S; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; SM-G350; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 12; Mobile; SM-T677; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; ASUS_Z00ED; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-S134DL; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; SM-S918W; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; ZTE Blade V6; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; SM-G986B; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade AF5; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 11; Mobile; ZTE BA611C; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 6; Mobile; SM-A235M; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 6; Mobile; Redmi Note 5A; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; SM-R925U; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; TECNO KG8; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; ZTE Grand X; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 8; Mobile; ZTE N881E; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI U8825-1; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; vivo 1807; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 13; Mobile; GT-S7390; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; GT-S6012B; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; SM-T719Y; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; SM-M013F; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; SM-J100Y; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 12; Mobile; itel W5004; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; GT-P6200L; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; SM-A236U; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; SM-A135M; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; SM-P600; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; ZTE B792; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI NXT-AL10; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-T230NZ; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; ZTE BLADE L110; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-P355; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 13; Mobile; RMX2190; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI H866C; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI Y536A1; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; vivo Y69A; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; SM-J337A; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; SM-A300XZ; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; TECNO KF6n; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; SM-X806E; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; SM-E500F; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI C8813DQ; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; CPH1831; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; SM-J730FM; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; RMX1971; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; SM-N9007; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; RMX2030; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; RMX1911; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; RMX3686; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; ZTE T230; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; ZTE A31 Lite; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; ZTE Q301T; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; vivo 1819; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; Nokia X71; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; RMX2002; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; SM-T827V; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; Redmi 6; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; SM-A105F; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; SM-G360T; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; RMX3043; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI VNS-L53; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; SM-A605G; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; M2004J7AC; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; SM-T807R4; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; ZTE Kis II; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI LUA-U22; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-G8508S; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; GT-I9158; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 4; Mobile; meizu 16Xs; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; SM-T320; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; vivo V3Lite; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 9; Mobile; SM-G360HU; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 12; Mobile; SM-X205; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI D2-6070; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; ZTE A7020; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; ZTE A2020U Pro; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; ZTE C2017; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; SM-T211M; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; SM-T878U; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; SM-G903W; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; GT-P1000R; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; GT-S5310L; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 15; Mobile; SM-F900U; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; ASUS_X00ID; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 10; Mobile; ASUS_AI2201_A; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; RMX3706; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; SM-A8000; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; ASUS_Z00ED; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-A300XU; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; GT-I8268; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; ASUS_X00PD; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 7; Mobile; ZTE Blade V2 Lite; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; RMX3551; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; SM-G965N; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; TECNO K7; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; SM-A037U1; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; itel P51; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; SM-T577; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; GT-I5700L; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; itel P552W; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; ASUS_T00I; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade A7 2020RU; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; CPH2495; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; SM-T230NZ; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 15; Mobile; SM-T280; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; CPH2235; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; itel W4001; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; TECNO CF7k; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; ZTE BLADE A530; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; ZTE BLADE C370; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 4; Mobile; SM-A5260; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; itel A23P; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; Nokia 3.1 Plus; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; SAMSUNG-SM-G928A; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade Vec Pro; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 8; Mobile; SM-F916U; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; GT-S6812; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI P2-6070; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI TAG-TL00; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; TECNO Mobile KG6p; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 10; Mobile; SM-J710FQ; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; SM-G935S; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; SM-G8750; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; ASUS Chromebook Flip C101PA; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; SM-T677; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; GT-S5301; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; itel-it1553; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 15; Mobile; SM-N7502; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; Nokia C200; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-A750GN; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; SM-A7070; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI Ascend G 300; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; GT-I8552B; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 14; Mobile; ZTE BLADE A321; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; SM-R860; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; GT-I9000B; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; SM-T280; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; SM-T813; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; UZTE Blade Q Pro; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; ZTE U791(OPEN); rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; SM-G885Y; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; Huawei-U8652; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI MT7-UL00; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; ZTE-Libra; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; ZTE A7050; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; SM-G920L; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; TECNO K8; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-T230NU; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; CPH2381; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-T927A; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 10; Mobile; TECNO-L6; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; SM-A045F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; TECNO WX3P; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 8; Mobile; itel Prime 4; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI U9510; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; ASUS_A001; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 7; Mobile; ZTE-V9VITA; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; itel it1508; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 10; Mobile; GT-S5839i; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; ZTE BA910; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; TECNO BB4k; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; TECNO RB7S; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; SM-G313U; rv:134.0) Gecko/134.0 Firefox/38.0
